@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
712,'2019/09/19 21:52:30:779',3,-11973325,-11973581,-11973324,-11446982,-11183811,-11249603,-11381445,-11644100,-11775686,-12170444,-11249600,-11250370,-11447749,-11776455,-11447491,-10986428,-11315390,-11643840,-11249341,-11315137,-9868200,-10263216,-10461106,-9736600,-9998745,-10591402,-14144988,-14473437,-10920374,-10591669,-5591400,-7106169,-5658172,-5391134,-5126159,-4797971,-4928783,-6047784,-7628123,-9800596,-65795,-3092034,-6119521,-5853494,-4469519,-3875845,-4862736,-5256466,-5517834,-8081713,-65794,-2104879,-7106441,-9211549,-6710358,-5260072,-4729868,-5844506,-7494220,-8481634,-2828345,-6776703,-9079970,-10198964,-10001328,-9343140,-13225171,-12829389,-9671338,-9276839,-7828874,-9342371,-10264245,-11054785,-10988225,-10330809,-10198454,-10263989,-9606062,-8556970,-10065581,-10329526,-10725313,-11777741,-10134975,-11055049,-11843022,-10263993,-9212846,-6849919,-10790592,-10988229,-10263994,-10001335,-9541556,-11383240,-12500947,-10329271,-8032680,-8041378,0.77
713,'2019/09/19 21:52:30:813',3,-12104397,-12104397,-12038860,-11577798,-11314626,-11380418,-11577794,-11774918,-11906501,-12301260,-11315137,-11446723,-11578566,-11907528,-11578563,-11117499,-11446206,-11774912,-11380158,-11446209,-9933481,-10394289,-10789307,-10920885,-10854319,-11249334,-14539234,-14604767,-10985909,-10656949,-5722472,-7894410,-6513236,-5589290,-5256717,-5651740,-6179372,-6968377,-7825246,-9669269,-65795,-3354436,-5922397,-5392684,-4665356,-3941639,-4399620,-5125137,-5321483,-6965032,-65794,-2170415,-7237511,-9474465,-6907737,-4864541,-4732180,-5054468,-6303507,-7953223,-2959417,-6907518,-9211041,-10330036,-10132144,-8947349,-11446439,-11511464,-9605026,-9342374,-7959945,-9473443,-10395060,-11185604,-11053760,-10461624,-10263990,-10394805,-9736877,-8819372,-10131115,-10395060,-10856129,-11908557,-10265790,-11120584,-11973836,-10394809,-9409456,-6915458,-10986945,-11053762,-10394810,-10132151,-9672629,-11514568,-12632276,-10394806,-8229033,-8106916,0.77
714,'2019/09/19 21:52:30:846',3,-12104397,-12104397,-12038860,-11577798,-11314626,-11380418,-11577794,-11774918,-11906501,-12301260,-11315137,-11446723,-11578566,-11907528,-11578563,-11117499,-11446206,-11774912,-11380158,-11446209,-9933481,-10394289,-10789307,-10920885,-10854319,-11249334,-14539234,-14604767,-10985909,-10656949,-5722472,-7894410,-6513236,-5589290,-5256717,-5651740,-6179372,-6968377,-7825246,-9669269,-65795,-3354436,-5922397,-5392684,-4665356,-3941639,-4399620,-5125137,-5321483,-6965032,-65794,-2170415,-7237511,-9474465,-6907737,-4864541,-4732180,-5054468,-6303507,-7953223,-2959417,-6907518,-9211041,-10330036,-10132144,-8947349,-11446439,-11511464,-9605026,-9342374,-7959945,-9473443,-10395060,-11185604,-11053760,-10461624,-10263990,-10394805,-9736877,-8819372,-10131115,-10395060,-10856129,-11908557,-10265790,-11120584,-11973836,-10394809,-9409456,-6915458,-10986945,-11053762,-10394810,-10132151,-9672629,-11514568,-12632276,-10394806,-8229033,-8106916,0.77
715,'2019/09/19 21:52:30:880',3,-12104397,-12169932,-12104395,-11643334,-11314627,-11445955,-11577795,-11774917,-11972039,-12366796,-11445952,-11446722,-11709637,-11973065,-11644099,-11248572,-11446206,-11840447,-11445693,-11511489,-10064553,-10459826,-10920634,-11315645,-11183289,-11314872,-14605027,-14670303,-11051445,-10656949,-5788008,-8091533,-7105379,-5984309,-5585429,-6309674,-7166529,-7560776,-8220265,-9800860,-65795,-3419715,-5658965,-5194789,-4730893,-4072967,-4201987,-4926988,-5255692,-6636838,-65794,-2235951,-7302792,-9342363,-6709329,-4864541,-4797974,-4990215,-5841412,-7490865,-2959416,-6973054,-9276578,-10460852,-10132141,-8419973,-10260618,-10127748,-9208718,-9407652,-8025226,-9473443,-10395061,-11251139,-11119296,-10461624,-10329268,-10394804,-9736877,-8950444,-10131114,-10460597,-10856128,-11974348,-10396862,-11185864,-11973837,-10460344,-9540529,-7046274,-10921663,-11184580,-10460601,-10132150,-9738165,-11579849,-12763349,-10460343,-8294568,-8106916,0.77
716,'2019/09/19 21:52:30:913',3,-12038860,-12104395,-12104394,-11446979,-11314626,-11380672,-11577795,-11709635,-11906501,-12301259,-11315134,-11381184,-11578820,-11842246,-11644098,-11051963,-11446461,-11709630,-11314876,-11511743,-9933736,-10394288,-10789561,-11315902,-11118264,-11249592,-14539748,-14670560,-10985909,-10591412,-5722471,-8026253,-7632242,-6511426,-5981733,-7034171,-7956819,-8022360,-8550005,-9801888,-65795,-3288898,-5198922,-4998177,-4665355,-4073222,-3874564,-4597766,-5058825,-6374951,-65794,-2170414,-7237253,-8816269,-6248774,-4602397,-4535828,-4926216,-5447683,-6832156,-2959415,-6907515,-9211040,-10264498,-9935016,-7695983,-8944237,-8744545,-8482927,-9210523,-7894408,-9407906,-10329523,-11120065,-11053758,-10461623,-10198195,-10263729,-9605802,-9016234,-10131114,-10395060,-10856383,-11843275,-10266044,-11120581,-11908300,-10329526,-9475246,-6849920,-10921662,-11119299,-10395063,-10132149,-9672883,-11449031,-12698068,-10394805,-8229029,-8041378,0.77
717,'2019/09/19 21:52:30:946',3,-11973323,-11973579,-12039114,-11446979,-11249345,-11315136,-11512513,-11709635,-11841221,-12235978,-11315132,-11381186,-11578820,-11841992,-11578562,-10986682,-11380925,-11709375,-11314875,-11380670,-9933735,-10329007,-10789561,-11316159,-11118521,-11249848,-14540004,-14670561,-10920628,-10591412,-5657190,-8026253,-8158591,-7104339,-6574904,-7889999,-8747109,-8483689,-8879745,-9867938,-65795,-3288897,-4870209,-4932382,-4599305,-4138759,-3743491,-4399875,-4926984,-6441514,-65794,-2105133,-6974591,-8092794,-5919291,-4471070,-4272658,-4861704,-5317124,-6371858,-2893878,-6842234,-9145503,-10264495,-9606047,-7037787,-7759443,-7427396,-7757653,-9011853,-7894406,-9408160,-10264243,-11054528,-10988223,-10396085,-10198192,-10197936,-9605800,-8950696,-10065832,-10395059,-10790847,-11777739,-10200508,-11055046,-11843019,-10329269,-9541037,-6849921,-10856125,-11053507,-10329526,-10066612,-9607346,-11514567,-12698322,-10395060,-8229028,-7975841,0.77
718,'2019/09/19 21:52:30:980',3,-11973324,-12039115,-12039115,-11446981,-11183809,-11249602,-11512514,-11644100,-11841221,-12170444,-11249598,-11381186,-11513284,-11842247,-11513281,-11052220,-11380926,-11644094,-11314877,-11315135,-9933737,-10328754,-10789562,-11316161,-11118522,-11249850,-14540004,-14605025,-10986166,-10591669,-5657191,-8026254,-8487306,-7565155,-7035978,-8482400,-9208180,-8813429,-9143180,-9868199,-65795,-3223106,-4672828,-4800538,-4401416,-4072969,-3612676,-4202755,-4861193,-6638899,-65794,-2104878,-6580344,-7500140,-5721654,-4339742,-4009489,-4861450,-5186309,-6240273,-2828343,-6841981,-9079968,-10264241,-9145748,-6511184,-6903875,-6571828,-7361866,-8814215,-7828873,-9342626,-10264243,-11054529,-10987966,-10330294,-10066866,-10197935,-9605545,-8950698,-10065578,-10329524,-10725311,-11777738,-10200509,-11055046,-11842763,-10329271,-9475247,-6849923,-10790589,-10988227,-10329528,-10001078,-9607348,-11449032,-12698323,-10329525,-8229031,-7975844,0.77
719,'2019/09/19 21:52:31:013',3,-11973324,-12039115,-12039115,-11446981,-11183809,-11249602,-11512514,-11644100,-11841221,-12170444,-11249598,-11381186,-11513284,-11842247,-11513281,-11052220,-11380926,-11644094,-11314877,-11315135,-9933737,-10328754,-10789562,-11316161,-11118522,-11249850,-14540004,-14605025,-10986166,-10591669,-5657191,-8026254,-8487306,-7565155,-7035978,-8482400,-9208180,-8813429,-9143180,-9868199,-65795,-3223106,-4672828,-4800538,-4401416,-4072969,-3612676,-4202755,-4861193,-6638899,-65794,-2104878,-6580344,-7500140,-5721654,-4339742,-4009489,-4861450,-5186309,-6240273,-2828343,-6841981,-9079968,-10264241,-9145748,-6511184,-6903875,-6571828,-7361866,-8814215,-7828873,-9342626,-10264243,-11054529,-10987966,-10330294,-10066866,-10197935,-9605545,-8950698,-10065578,-10329524,-10725311,-11777738,-10200509,-11055046,-11842763,-10329271,-9475247,-6849923,-10790589,-10988227,-10329528,-10001078,-9607348,-11449032,-12698323,-10329525,-8229031,-7975844,0.77
720,'2019/09/19 21:52:31:050',3,-11973325,-12038861,-12038861,-11446981,-11183812,-11249603,-11512260,-11644100,-11841222,-12170444,-11249600,-11315651,-11578821,-11842249,-11578564,-11051966,-11380927,-11709377,-11249341,-11380672,-9933737,-10328755,-10789564,-11250626,-11118524,-11249851,-14605541,-14605282,-10986167,-10591670,-5656935,-8026255,-8487306,-7499107,-7167308,-8548450,-9208182,-8878967,-9143694,-9868200,-65795,-3157312,-4606518,-4865816,-4335367,-4007433,-3677956,-4202755,-4861194,-6902072,-65794,-2104878,-6448500,-7302502,-5524019,-4273949,-4074768,-4861194,-5185796,-6371860,-2893880,-6776701,-9079969,-10264243,-8882318,-6379083,-6706495,-6703414,-7493968,-8945804,-7894409,-9407907,-10198708,-11054531,-10922431,-10330294,-10132402,-10197937,-9605547,-8950699,-10065580,-10329525,-10790593,-11777740,-10200254,-11054792,-11842764,-10263735,-9475249,-6849923,-10856128,-11053509,-10329275,-10001079,-9607093,-11449033,-12698325,-10329527,-8163495,-7975843,0.77
721,'2019/09/19 21:52:31:080',3,-12894160,-12894161,-12828625,-12433613,-12170698,-12236234,-12433610,-12564940,-12696526,-13091026,-12170695,-12302281,-12499660,-12762831,-12499659,-12038853,-12302023,-12630472,-12301510,-12302024,-10854836,-11249853,-11710917,-12302793,-12039365,-12105157,-15000551,-15065572,-11841729,-11578303,-6709621,-9013146,-9013642,-7893603,-7825489,-9075561,-9668728,-9537150,-10064282,-10789044,-131589,-3946825,-5461827,-5786926,-5324308,-5061397,-4994320,-5258006,-5784099,-8283214,-65794,-2894394,-7632516,-8420986,-6248507,-5524008,-5325602,-5782810,-6043407,-7884847,-3815238,-7894922,-10066348,-11120061,-9803417,-7497818,-8154449,-8547153,-9075057,-9999522,-8947093,-10263469,-11185599,-12040906,-11843528,-11185601,-11053246,-11053246,-10461110,-9871543,-10986933,-11316158,-11777480,-12698321,-11120839,-11844302,-12697811,-11184833,-10331067,-7967632,-11842758,-11974858,-11316162,-10987455,-10593726,-12238286,-13487319,-11184576,-9150131,-9027500,0.77
722,'2019/09/19 21:52:31:112',3,-12828377,-12828377,-12893911,-12367825,-12170447,-12236240,-12433361,-12564690,-12696276,-13025241,-12170445,-12302031,-12499410,-12697044,-12499408,-11907785,-12302028,-12630477,-12235979,-12301774,-10789304,-11249858,-11710921,-12237005,-12039113,-12104905,-15065836,-15130857,-11841478,-11578309,-6644088,-8816026,-8421502,-7103569,-7364423,-8549475,-9076076,-9273979,-9998236,-10789049,-131589,-3684166,-5461827,-5786671,-5259288,-4864020,-4994834,-5324574,-5784102,-8742739,-65794,-2894396,-7829900,-8618372,-5854006,-5524009,-5457190,-5781267,-6306579,-8410937,-3814984,-7894927,-10000816,-11119810,-9869214,-7695459,-8878435,-9666671,-9734800,-10066095,-8881561,-10263474,-11119812,-12040911,-11843277,-11185607,-10987716,-11118787,-10461117,-9740220,-10986684,-11250629,-11777486,-12632536,-11120586,-11844307,-12697816,-11119047,-10330815,-7901843,-11842510,-11974609,-11250631,-10921924,-10527940,-12238037,-13421535,-11184326,-9215417,-9026994,0.77
723,'2019/09/19 21:52:31:160',3,-12959697,-12959441,-12894161,-12433356,-12170442,-12301770,-12433610,-12630731,-12762061,-13091026,-12236231,-12302281,-12499660,-12762831,-12499403,-12038853,-12367558,-12630472,-12301509,-12367303,-10854835,-11315388,-11776451,-12237000,-12039362,-12104900,-15065830,-15065571,-11907265,-11643841,-6709621,-8552589,-8025964,-6707261,-6968888,-7957078,-8549213,-9141618,-9998230,-10854581,-131589,-3683648,-5658177,-5786156,-5324826,-4863247,-5257750,-5586976,-5980965,-9398865,-65794,-2959931,-8092558,-8684161,-5853490,-5589801,-5587489,-5845259,-6832413,-9003329,-3880518,-7960459,-10066348,-11185341,-10131871,-8221548,-9799795,-10851977,-10262435,-10197679,-8947094,-10329006,-11250878,-12106442,-11909063,-11251394,-11119040,-11184575,-10592185,-9674677,-10986933,-11316158,-11843015,-12698322,-11120837,-11975374,-12763347,-11250370,-10265275,-8032909,-11908295,-12040138,-11381697,-10987456,-10593725,-12303567,-13421782,-11184578,-9215667,-9158314,0.77
724,'2019/09/19 21:52:31:229',3,-12894163,-12959700,-12894164,-12498893,-12235980,-12301772,-12498892,-12630478,-12762064,-13091028,-12236233,-12302282,-12499662,-12762833,-12499659,-12104392,-12367562,-12630474,-12301511,-12367562,-10854837,-11315390,-11776196,-12237001,-12039110,-12170437,-15065832,-15131108,-11972804,-11644099,-6709366,-8026234,-7367002,-6706232,-7034944,-7826008,-8615265,-9602176,-10393511,-10854840,-131590,-3618361,-5722687,-5654056,-5127966,-5059602,-5390113,-5520929,-6900530,-10188382,-65794,-2959678,-7960973,-7499878,-5787698,-5654828,-5650967,-6107144,-7622710,-9332295,-3880521,-7960206,-10066350,-11119549,-9670803,-8221551,-10523781,-11971753,-10526386,-10197425,-9012631,-10329008,-11250881,-12106445,-11908810,-11316676,-11184579,-11184577,-10592442,-9412277,-10986934,-11381696,-11843018,-12763604,-11186375,-11909840,-12763348,-11250116,-10133435,-8032908,-11908296,-12105676,-11316163,-11052991,-10593472,-12238033,-13355737,-11249858,-9084853,-9223851,0.77
725,'2019/09/19 21:52:31:262',3,-12894163,-12894419,-12959700,-12433615,-12236235,-12367565,-12499150,-12630734,-12762319,-13091284,-12236489,-12367820,-12565199,-12763089,-12565198,-12104649,-12367818,-12696266,-12301769,-12433099,-10920374,-11250111,-11776454,-12302795,-12104904,-12170952,-15066344,-15131365,-11973061,-11644099,-6775160,-8157565,-7564384,-7430221,-7890776,-8878701,-9734267,-10458265,-10657202,-10855099,-262918,-3881526,-5787196,-5522214,-5127454,-5060118,-5324063,-5520672,-7755844,-10387311,-65794,-2959677,-7500160,-6643792,-5655857,-5588780,-5715992,-6041611,-7621424,-9265728,-3946058,-8025998,-10066350,-10724785,-8814203,-7628636,-9864560,-11510171,-10526126,-10131371,-9012633,-10329009,-11250882,-12040908,-11909067,-11251397,-11119298,-11184578,-10592443,-9412278,-11052472,-11316417,-11843018,-12763859,-11186375,-11975376,-12698067,-11250373,-9937082,-8098444,-11908553,-12040397,-11381956,-11053249,-10593473,-12238290,-13355993,-11249859,-9085109,-9223849,0.77
726,'2019/09/19 21:52:31:296',3,-12959700,-12959700,-12959700,-12433614,-12301772,-12302029,-12499150,-12696271,-12827856,-13091284,-12302026,-12367820,-12565456,-12828626,-12565454,-12104649,-12367819,-12696269,-12367306,-12433099,-10920376,-11315648,-11842246,-12368332,-12170697,-12170954,-15066345,-15131622,-12038596,-11644356,-6840441,-8683660,-8353910,-8615531,-9075831,-10327442,-11182753,-11249075,-10723255,-10920636,-394504,-4209718,-5720375,-5455649,-5192992,-5060118,-5257498,-5915176,-8809312,-10520451,-65794,-2894137,-6906986,-6313539,-5457961,-5456165,-5782045,-5845004,-7489067,-9264956,-3946059,-8025742,-10066350,-9671575,-7694941,-6706753,-8348488,-10455164,-10195615,-9998751,-9077914,-10394545,-11250881,-12106444,-11908810,-11250884,-11053505,-11184578,-10592444,-9412278,-11052217,-11381953,-11777738,-12698324,-11186375,-11975376,-12829140,-11250372,-10002362,-8098444,-11908554,-12105932,-11447491,-11053249,-10593729,-12303824,-13355735,-11184323,-9019572,-9289385,0.77
727,'2019/09/19 21:52:31:329',3,-12959700,-12959700,-12959700,-12433614,-12301772,-12302029,-12499150,-12696271,-12827856,-13091284,-12302026,-12367820,-12565456,-12828626,-12565454,-12104649,-12367819,-12696269,-12367306,-12433099,-10920376,-11315648,-11842246,-12368332,-12170697,-12170954,-15066345,-15131622,-12038596,-11644356,-6840441,-8683660,-8353910,-8615531,-9075831,-10327442,-11182753,-11249075,-10723255,-10920636,-394504,-4209718,-5720375,-5455649,-5192992,-5060118,-5257498,-5915176,-8809312,-10520451,-65794,-2894137,-6906986,-6313539,-5457961,-5456165,-5782045,-5845004,-7489067,-9264956,-3946059,-8025742,-10066350,-9671575,-7694941,-6706753,-8348488,-10455164,-10195615,-9998751,-9077914,-10394545,-11250881,-12106444,-11908810,-11250884,-11053505,-11184578,-10592444,-9412278,-11052217,-11381953,-11777738,-12698324,-11186375,-11975376,-12829140,-11250372,-10002362,-8098444,-11908554,-12105932,-11447491,-11053249,-10593729,-12303824,-13355735,-11184323,-9019572,-9289385,0.77
728,'2019/09/19 21:52:31:363',3,-12828883,-12894419,-12894420,-12368333,-12170700,-12302028,-12433868,-12630734,-12696782,-13025748,-12236490,-12302540,-12434382,-12697809,-12499917,-11973832,-12302282,-12630731,-12236488,-12302027,-10920629,-11315647,-11776967,-12237517,-12105417,-12171209,-15066601,-15131621,-11973060,-11578820,-6775161,-9013404,-9276304,-10064532,-10393501,-11842489,-12499904,-11447228,-10657974,-10855354,-328712,-4341812,-5522991,-5324571,-5061916,-4995348,-5455387,-7034945,-9535353,-10523028,-65794,-2763057,-6051661,-5523755,-4601873,-5126680,-5520412,-5386248,-7292455,-9199416,-3815240,-7960461,-10000555,-8487548,-6774341,-5588261,-6372890,-8874066,-9602182,-9734795,-8947095,-10263726,-11185343,-11975370,-11777479,-11053755,-10921916,-11053245,-10461368,-9346996,-10986935,-11251134,-11712200,-12698323,-11120838,-11909838,-12698068,-11119300,-9871543,-8033163,-11843015,-11974860,-11316419,-10987711,-10528191,-12238287,-13224663,-11119041,-8954035,-9158312,0.77
729,'2019/09/19 21:52:31:396',3,-12828880,-12828882,-12829137,-12368333,-12105418,-12236747,-12368332,-12499917,-12697037,-13026002,-12105672,-12237258,-12434637,-12697807,-12434381,-11973832,-12302537,-12565450,-12236487,-12302282,-10855350,-11250368,-11776968,-12237772,-12040136,-12105673,-15066858,-15131878,-11842244,-11513284,-6709879,-9144734,-10329518,-11184824,-11250362,-13027025,-13026252,-11447485,-10658230,-10789820,-262919,-4604991,-5392173,-5455897,-5522467,-5653794,-6509107,-8681062,-10063247,-10525094,-65794,-2697512,-5261362,-4996632,-4338187,-4863248,-5258009,-5124104,-7293224,-9199415,-3815240,-7895180,-9869221,-7434850,-5919025,-5325601,-5451013,-7359019,-9008492,-9601403,-8881814,-10198190,-11120062,-11844294,-11251127,-10131870,-10263207,-10921657,-10395831,-9412531,-10921655,-11185343,-11712200,-12633041,-11055556,-11778765,-12632528,-11119298,-9871544,-7967626,-11712200,-11909578,-11251138,-10922175,-10528191,-12172750,-13159126,-11053504,-8888499,-9158311,0.77
730,'2019/09/19 21:52:31:430',3,-12828881,-12829138,-12829137,-12368332,-12105417,-12236746,-12368331,-12499917,-12696781,-12960465,-12171206,-12302794,-12369100,-12698063,-12434635,-11973831,-12237000,-12500169,-12170951,-12302281,-10855349,-11250621,-11777222,-12303308,-12040135,-12105928,-15066858,-15066598,-11907778,-11513537,-6775671,-9144990,-10593204,-11448512,-11316669,-13093075,-13026509,-11447741,-10658230,-10855355,-197126,-4473413,-5919290,-6311725,-6575676,-6575676,-7891796,-10195335,-10394017,-10395055,-65794,-2763553,-5129515,-4931095,-4403723,-4797197,-5060629,-4993289,-7425324,-9331518,-3815496,-7895176,-9277076,-6578762,-5722415,-5326115,-5385222,-6436886,-8480853,-9402986,-8881814,-10263980,-11120060,-11646654,-10263192,-9209983,-9406600,-10394793,-10330036,-9478067,-10921652,-11185853,-11646663,-12567504,-11055299,-11778763,-12566992,-11053760,-9937078,-7902091,-11712199,-11909578,-11251136,-10922429,-10397372,-12107212,-13159381,-11053503,-8888498,-9158054,0.77
731,'2019/09/19 21:52:31:463',3,-12828881,-12829138,-12829137,-12368332,-12105417,-12236746,-12368331,-12499917,-12696781,-12960465,-12171206,-12302794,-12369100,-12698063,-12434635,-11973831,-12237000,-12500169,-12170951,-12302281,-10855349,-11250621,-11777222,-12303308,-12040135,-12105928,-15066858,-15066598,-11907778,-11513537,-6775671,-9144990,-10593204,-11448512,-11316669,-13093075,-13026509,-11447741,-10658230,-10855355,-197126,-4473413,-5919290,-6311725,-6575676,-6575676,-7891796,-10195335,-10394017,-10395055,-65794,-2763553,-5129515,-4931095,-4403723,-4797197,-5060629,-4993289,-7425324,-9331518,-3815496,-7895176,-9277076,-6578762,-5722415,-5326115,-5385222,-6436886,-8480853,-9402986,-8881814,-10263980,-11120060,-11646654,-10263192,-9209983,-9406600,-10394793,-10330036,-9478067,-10921652,-11185853,-11646663,-12567504,-11055299,-11778763,-12566992,-11053760,-9937078,-7902091,-11712199,-11909578,-11251136,-10922429,-10397372,-12107212,-13159381,-11053503,-8888498,-9158054,0.77
732,'2019/09/19 21:52:31:549',3,-12828882,-12829137,-12829137,-12302796,-12105417,-12171210,-12368331,-12499916,-12697036,-12960210,-12171207,-12237257,-12369100,-12697807,-12369099,-11908295,-12237000,-12500169,-12171206,-12236746,-10789811,-11185086,-11711685,-12172491,-12040391,-12105928,-15066859,-15066343,-11842243,-11513538,-6644343,-9079198,-10592950,-11448770,-11316670,-13093333,-13026766,-11382462,-10592694,-10790075,-131590,-4210510,-7039072,-7892573,-8089956,-8024680,-10064523,-12104884,-10526638,-10329266,-65794,-2565915,-4997409,-4996115,-4601617,-4600331,-4797453,-5125648,-7953215,-9596755,-3815496,-7435128,-8223863,-6315072,-5591087,-5260579,-5321229,-5581575,-7557427,-9137490,-8881814,-10198188,-10988731,-10527907,-8814962,-7958876,-8154204,-9406086,-10329777,-9609394,-10856117,-11120062,-11646662,-12501966,-10989762,-11778505,-12566734,-10987967,-9937335,-7836811,-11777478,-11909577,-11185601,-10856637,-10397116,-12041675,-13159124,-11053503,-8888497,-9026982,0.77
733,'2019/09/19 21:52:31:598',3,-12763344,-12763601,-12763601,-12302796,-12039884,-12171210,-12302795,-12499917,-12565965,-12894930,-12105671,-12171722,-12369101,-12632272,-12369100,-11843014,-12171464,-12500169,-12171206,-12236744,-10724020,-11184829,-11646149,-12237773,-11974599,-12040392,-15066858,-15066597,-11842242,-11513537,-6578806,-9013662,-10461878,-11448771,-11316669,-13093333,-13026766,-11447742,-10592694,-10724539,-131589,-4144721,-7368299,-8288106,-8550769,-8485494,-10591384,-12434365,-10526639,-10263730,-65794,-2303258,-4866081,-4864528,-4601874,-4534794,-4666122,-5191956,-8020040,-9663579,-3749702,-7172211,-7895152,-6381379,-5525550,-5194785,-5256721,-5319173,-7096871,-9005387,-8816277,-10132652,-10923194,-10199455,-8485997,-7564115,-7627596,-8878709,-10132396,-9544113,-10856117,-11120062,-11515590,-12501711,-10924226,-11712969,-12435406,-10922430,-9937335,-7836813,-11711942,-11844040,-11120063,-10791102,-10397117,-12041675,-13093588,-10987967,-8822960,-8961700,0.77
734,'2019/09/19 21:52:31:661',3,-12698064,-12763601,-12763600,-12302796,-12039883,-12171466,-12303050,-12565452,-12631500,-12960465,-12105670,-12237001,-12369100,-12632270,-12369100,-11908295,-12171463,-12499913,-12170951,-12236744,-10724020,-11119549,-11711430,-12172492,-11974599,-12040392,-15066858,-15066342,-11842243,-11382464,-6644086,-8948126,-10461879,-11383234,-11316926,-13027541,-13026766,-11447743,-10592694,-10724539,-131589,-4144723,-7698042,-8617589,-8814199,-8749183,-10722971,-12302778,-10526639,-10263730,-65794,-2237466,-4735267,-4930319,-4733202,-4469259,-4666121,-5125905,-7363395,-9795680,-3684166,-7040884,-7895153,-6907212,-5525807,-5128737,-5323799,-5187845,-6373401,-8873281,-8816021,-10132653,-10923194,-10594217,-8486767,-7432787,-7100990,-8087385,-9933982,-9740721,-10790580,-11119805,-11581126,-12501711,-10924225,-11647432,-12435660,-10922429,-10068662,-7836814,-11646662,-11844041,-11185345,-10791102,-10397116,-12041420,-13093332,-10987967,-8888242,-8961447,0.77
